city,country,is_capital,population,lat,lon
Толидо,Соединённые Штаты Америки,0,287208,41.666666666,-83.583333333
Бирмингем,Соединённые Штаты Америки,0,212237,33.524755,-86.81274
Грешам,Соединённые Штаты Америки,0,105594,45.503611111,-122.439444444
Санта-Клара,Соединённые Штаты Америки,0,116468,37.35,-121.966666666
Акрон,Соединённые Штаты Америки,0,199110,41.073055555,-81.517777777
Биллингс,Соединённые Штаты Америки,0,104170,45.786666666,-108.537222222
Юджин,Соединённые Штаты Америки,0,156185,44.051944444,-123.085555555
Спокан,Соединённые Штаты Америки,0,208916,47.658888888,-117.5
Рокфорд,Соединённые Штаты Америки,0,152871,42.269722222,-89.069722222
Холливуд,Соединённые Штаты Америки,0,146526,26.021388888,-80.175
Анн-Арбор,Соединённые Штаты Америки,0,113934,42.275277777,-83.730833333
Анн-Арбор,Соединённые Штаты Америки,0,113934,42.28138889,-83.74833333
Сан-Бернардино,Соединённые Штаты Америки,0,209924,34.129444444,-117.293055555
Карлсбад,Соединённые Штаты Америки,0,105328,33.121944444,-117.296944444
Брюссель,Бельгия,1,1175000,50.846666666,4.3525
Аккра,Гана,1,2291352,5.6037,-0.187
Кишинёв,Молдавия,1,685900,47.005555555,28.8575
Подгорица,Черногория,1,187085,42.439722222,19.266111111
Претория,Южно-Африканская Республика,1,741651,-25.746388888,28.188055555
Претория,Южно-Африканская Республика,1,741651,-25.74486,28.18783
Сингапур,Сингапур,1,5888926,1.3,103.8
Порт-Морсби,Папуа-Новая Гвинея,1,364125,-9.5,147.2
Парамарибо,Суринам,1,240000,5.866666666,-55.166666666
Вьентьян,Лаос,1,760000,17.966666666,102.6
Вьентьян,Лаос,1,795000,17.966666666,102.6
Додома,Танзания,1,410956,-6.25,35.75
Ямусукро,Кот-д’Ивуар,1,355573,6.81769,-5.27618
Рабат,Марокко,1,577827,34.025277777,-6.836111111
Ванкувер,Канада,0,631486,49.25,-123.1
Нью-Йорк,Соединённые Штаты Америки,0,8537673,40.67,-73.94
Денвер,Соединённые Штаты Америки,0,649495,39.739166666,-104.984722222
Остин,Соединённые Штаты Америки,0,912791,30.3,-97.733333333
Шарлотт,Соединённые Штаты Америки,0,731424,35.226944444,-80.843333333
Окленд,Соединённые Штаты Америки,0,422856,37.8,-122.25
Гонолулу,Соединённые Штаты Америки,0,390738,21.308888888,-157.826111111
Тусон,Соединённые Штаты Америки,0,520116,32.221666666,-110.926388888
Атланта,Соединённые Штаты Америки,0,447841,33.756944444,-84.390277777
Лас-Вегас,Соединённые Штаты Америки,0,583756,36.169166666,-115.144722222
Альбукерке,Соединённые Штаты Америки,0,559277,35.116666666,-106.616666666
Милуоки,Соединённые Штаты Америки,0,600155,43.05,-87.95
Сент-Луис,Соединённые Штаты Америки,0,318416,38.616666666,-90.2
Анкоридж,Соединённые Штаты Америки,0,300950,61.218333333,-149.899166666
Канзас-Сити,Соединённые Штаты Америки,0,459787,39.05,-94.583333333
Цинциннати,Соединённые Штаты Америки,0,296943,39.133333333,-84.5
Омаха,Соединённые Штаты Америки,0,408958,41.266666666,-96.016666666
Гринсборо,Соединённые Штаты Америки,0,279639,36.08,-79.819444444
Больцано,Италия,0,106951,46.5,11.35
Винтертур,Швейцария,0,109775,47.4992,8.72671
Салоники,Греция,0,315196,40.633333333,22.95
Патры,Греция,0,167446,38.25,21.733333333
Харлем,Нидерланды,0,159134,52.380277777,4.640555555
Александрия,Египет,0,4870000,31.2,29.916666666
Виктория-де-Дуранго,Мексика,0,654876,24.022777777,-104.654444444
Дижон,Франция,0,155114,47.323055555,5.041944444
Марсель,Франция,0,855393,43.296666666,5.376388888
Кардифф,Великобритания,0,346100,51.48,-3.18
Оксфорд,Великобритания,0,152000,51.751944444,-1.257777777
Флорианополис,Бразилия,0,477798,-27.593280555,-48.553047222
Блуменау,Бразилия,0,309011,-26.918888888,-49.065833333
Воронеж,Россия,0,1039801,51.671666666,39.210555555
Пенза,Россия,0,523726,53.2,45.0
Леверкузен,Германия,0,163113,51.033333333,6.983333333
Золинген,Германия,0,158908,51.166666666,7.083333333
Гейдельберг,Германия,0,159914,49.412222222,8.71
Дармштадт,Германия,0,157437,49.866666666,8.65
Регенсбург,Германия,0,148638,49.016666666,12.083333333
Вюрцбург,Германия,0,126010,49.794444444,9.929444444
Ингольштадт,Германия,0,133639,48.76667,11.41469
Ингольштадт,Германия,0,133639,48.763611111,11.426111111
Ульм,Германия,0,123953,48.4,9.983333333
Вольфсбург,Германия,0,123909,52.423055555,10.787222222
Гёттинген,Германия,0,119177,51.533888888,9.935555555
Оффенбах,Германия,0,124589,50.1,8.766666666
Пфорцхайм,Германия,0,123493,48.9,8.716666666
Ботроп,Германия,0,117409,51.524722222,6.922777777
Фюрт,Германия,0,125403,49.478333333,10.990277777
Ройтлинген,Германия,0,115006,48.483333333,9.216666666
Ремшайд,Германия,0,109499,51.183333333,7.2
Кобленц,Германия,0,112586,50.359722222,7.597777777
Эрланген,Германия,0,108336,49.596388888,11.004444444
Трир,Германия,0,110111,49.756666666,6.641388888
Йена,Германия,0,108207,50.927222222,11.586388888
Хильдесхайм,Германия,0,105439,52.15,9.95
Зальцгиттер,Германия,0,103668,52.153657,10.405849
Бремен,Германия,0,565719,53.076944444,8.808888888
Бремен,Германия,0,565719,53.08891,8.79063
Бердянск,Украина,0,114205,46.759787424,36.784501356
Донецк,Украина,0,929063,48.008888888,37.804166666
Днепр,Украина,0,983836,48.45,34.983333333
Кривой Рог,Украина,0,654900,47.916667,33.25
Кривой Рог,Украина,0,657100,47.916667,33.25
Винница,Украина,0,372432,49.237222222,28.467222222
Запорожье,Украина,0,748984,47.837777777,35.138333333
Батуми,Грузия,0,154600,41.645833333,41.641666666
Лас-Тунас,Куба,0,202105,20.966666666,-76.95
Бинджай,Индонезия,0,269053,3.6,98.485277777
Бенкулу,Индонезия,0,360495,-3.795555555,102.259166666
Претория,Южно-Африканская Республика,0,741651,-25.746388888,28.188055555
Претория,Южно-Африканская Республика,0,741651,-25.74486,28.18783
Претория,Южно-Африканская Республика,0,741651,-25.746388888,28.188055555
Претория,Южно-Африканская Республика,0,741651,-25.74486,28.18783
Самарканд,Узбекистан,0,504423,39.654166666,66.959722222
Тель-Авив,Израиль,0,432892,32.083333333,34.8
Покхара,Непал,0,353841,28.209722222,83.985277777
Биратнагар,Непал,0,201125,26.483333333,87.283333333
Биргандж,Непал,0,135904,27.0,84.866666666
Дхаран,Непал,0,116181,26.816666666,87.266666666
Бутвал,Непал,0,118462,27.7,83.45
Алеппо,Сирия,0,1800000,36.2,37.15
Хомс,Сирия,0,900492,34.733333333,36.716666666
Чиангмай,Таиланд,0,132634,18.788888888,98.983333333
Малабон,Филиппины,0,365525,14.6625,120.956666666
Кавит-сити,Филиппины,0,102806,14.483333333,120.9
Антиполо,Филиппины,0,776386,14.583333333,121.166666666
Байуган,Филиппины,0,103202,8.7143,125.7481
Легаспи,Филиппины,0,196639,13.133333333,123.733333333
Лигао,Филиппины,0,111399,13.216666666,123.516666666
Табако,Филиппины,0,133868,13.35,123.733333333
Изабела,Филиппины,0,112788,6.7,121.966666666
Батангас,Филиппины,0,329874,13.75,121.05
Липа,Филиппины,0,332386,13.941111111,121.162222222
Танауан,Филиппины,0,173366,14.083333333,121.15
Тагбиларан,Филиппины,0,105051,9.65,123.85
Малайбалай,Филиппины,0,174625,8.15,125.133333333
Валенсия,Филиппины,0,192993,7.9,125.083333333
Малолос,Филиппины,0,252074,14.843333333,120.811388888
Мейкауайан,Филиппины,0,209083,14.733333333,120.95
Сан-Хосе-дель-Монте,Филиппины,0,574089,14.813888888,121.045277777
Тугегарао,Филиппины,0,153502,17.616666666,121.716666666
Ирига,Филиппины,0,111757,13.416666666,123.416666666
Нага,Филиппины,0,196003,13.616666666,123.166666666
Рохас,Филиппины,0,167003,11.583333333,122.75
Тарлак,Филиппины,0,342493,15.466666666,120.583333333
Кабуайо-Сити,Филиппины,0,308745,14.275,121.125
Табек,Филиппины,0,110642,17.41667,121.4
Табек,Филиппины,0,110642,17.45,121.458333333
Лаоаг,Филиппины,0,111125,18.2,120.6
Сан-Фернандо,Филиппины,0,121812,16.616666666,120.316666666
Сан-Карлос,Филиппины,0,188571,15.928056,120.348889
Урданета,Филиппины,0,132940,15.976111111,120.571111111
Кауаян,Филиппины,0,129523,16.766666666,121.783333333
Илаган,Филиппины,0,145568,17.133333333,121.883333333
Сантьяго,Филиппины,0,134830,16.683333333,121.55
Кабанатуан,Филиппины,0,302231,15.483333333,120.966666666
Гапан,Филиппины,0,110303,15.297777777,120.977222222
Гапан,Филиппины,0,110303,15.3075,120.945278
Сан-Хосе,Филиппины,0,139738,15.783333333,121.0
Мабалакат,Филиппины,0,250799,15.216666666,120.583333333
Сан-Фернандо,Филиппины,0,306659,15.033333333,120.683333333
Бакоор,Филиппины,0,600609,14.45,120.95
Дасмариньяс,Филиппины,0,659019,14.329444444,120.936666666
Имус,Филиппины,0,403785,14.4,120.933333333
Трес-Мартирс,Филиппины,0,155713,14.283333333,120.866666666
Сан-Педро,Филиппины,0,325809,14.358333333,121.058333333
Биньян,Филиппины,0,333028,14.333333333,121.083333333
Каламба,Филиппины,0,454486,14.216666666,121.166666666
Сан-Пабло,Филиппины,0,266068,14.066666666,121.316666666
Санта-Роса,Филиппины,0,353767,14.316666666,121.116666666
Калапан,Филиппины,0,133893,13.366667,121.2
Сорсогон,Филиппины,0,168110,12.966666666,124.0
Озамис,Филиппины,0,141828,8.15,123.85
Мати,Филиппины,0,141141,6.95,126.233333333
Каркар,Филиппины,0,119664,10.116666666,123.633333333
Нага,Филиппины,0,115750,10.216666666,123.75
Талисей,Филиппины,0,227645,10.25,123.833333333
Толедо,Филиппины,0,170335,10.383333333,123.65
Диполог,Филиппины,0,130759,8.566666666,123.333333333
Коронадал,Филиппины,0,174942,6.5,124.85
Калбайог,Филиппины,0,183851,12.066666666,124.6
Кидапаван,Филиппины,0,140195,7.016666666,125.083333333
Марави,Филиппины,0,201785,8.0,124.3
Баго,Филиппины,0,170981,10.533333333,122.833333333
Тагум,Филиппины,0,259444,7.45,125.8
Котабато (город),Филиппины,0,299438,7.216666666,124.25
Байаван,Филиппины,0,117900,9.366666666,122.8
Бейбей,Филиппины,0,109432,10.683333333,124.8
Думагете,Филиппины,0,131377,9.310278,123.308056
Пагадиан,Филиппины,0,199060,7.833333333,123.433333333
Дагупан,Филиппины,0,171271,16.033333333,120.333333333
Панабо,Филиппины,0,184599,7.3,125.683333333
Ормок,Филиппины,0,215031,11.016666666,124.616666666
Суригао,Филиппины,0,154137,9.783333333,125.483333333
Самал,Филиппины,0,104123,7.05,125.733330555
Кадис,Филиппины,0,154723,10.95,123.3
Силай,Филиппины,0,126930,10.8,122.966666666
Катбалоган,Филиппины,0,103879,11.783333333,124.883333333
Дигос,Филиппины,0,169393,6.75,125.35
Исахая,Япония,0,136224,32.844166666,130.053611111
Каваниси,Япония,0,155206,34.83,135.417222222
Токай,Япония,0,113015,35.016666666,136.9
Хитати,Япония,0,179207,36.6,140.65
Сайдзё,Япония,0,106148,33.919722222,133.181111111
Кирю,Япония,0,110548,36.405277777,139.330555555
Мияконодзё,Япония,0,161685,31.719722222,131.061666666
Ториде,Япония,0,105218,35.911388888,140.050277777
Какамигахара,Япония,0,144468,35.398888888,136.848611111
Сюнан,Япония,0,141609,34.055277777,131.806111111
Асака,Япония,0,139523,35.797222222,139.593611111
Комацу,Япония,0,106786,36.416666666,136.45
Сано,Япония,0,116965,36.314444444,139.578333333
Хигасихиросима,Япония,0,194135,34.416666666,132.733333333
Нобеока,Япония,0,121147,32.582222222,131.665
Цутиура,Япония,0,139261,36.066666666,140.2
Мисима,Япония,0,108925,35.118611111,138.918611111
Миноо,Япония,0,135765,34.826944444,135.470555555
Моригути,Япония,0,142487,34.7375,135.564166666
Хабикино,Япония,0,111221,34.557777777,135.606111111
Уилмингтон,Соединённые Штаты Америки,0,109922,34.223333333,-77.912222222
Амстердам,Нидерланды,1,825080,52.383333333,4.9
Аккра,Гана,1,2291352,5.6037,-0.187
Кейптаун,Южно-Африканская Республика,1,433688,-33.925,18.425
Порт-Морсби,Папуа-Новая Гвинея,1,364125,-9.5,147.2
Ломе,Того,1,837437,6.131944444,1.222777777
Джибути,Джибути,1,623891,11.595,43.148055555
Малабо,Экваториальная Гвинея,1,187302,3.752407,8.775265
Либревиль,Габон,1,797003,0.3901,9.4544
Монровия,Либерия,1,1021762,6.310555555,-10.804722222
Триполи,Ливия,1,1126000,32.9,13.183333333
Порт-Луи,Маврикий,1,148001,-20.166666666,57.5
Мапуту,Мозамбик,1,1766184,-25.915277777,32.576388888
Фритаун,Сьерра-Леоне,1,951000,8.483333333,-13.233055555
Эдмонтон,Канада,0,932546,53.5,-113.5
Ред-Дир,Канада,0,100418,52.268055555,-113.811111111
Калгари,Канада,0,1239220,51.05,-114.066666666
Барселона,Испания,0,1620809,41.3825,2.176944444
Малага,Испания,0,569002,36.716666666,-4.416666666
Альмерия,Испания,0,195389,36.833333333,-2.45
Эри,Соединённые Штаты Америки,0,100671,42.129561111,-80.085213888
Пасадина,Соединённые Штаты Америки,0,137122,34.156111111,-118.131944444
Онтэрио,Соединённые Штаты Америки,0,163924,34.052777777,-117.627777777
Хай-Пойнт,Соединённые Штаты Америки,0,104371,35.970555555,-79.9975
Оулу,Финляндия,0,198525,65.016666666,25.466666666
Гданьск,Польша,0,462249,54.366666666,18.633333333
Триест,Италия,0,204234,45.636111111,13.804166666
Венеция,Италия,0,261905,45.439722222,12.331944444
Генуя,Италия,0,583601,44.407186111,8.933983333
Пирей,Греция,0,163688,37.966666666,23.633333333
Сальто,Уругвай,0,104028,-31.388333333,-57.960555555
Суэц,Египет,0,485342,29.966666666,32.533333333
Тустла-Гутьеррес,Мексика,0,553374,16.753055555,-93.115555555
Секонди-Такоради,Гана,0,539548,4.916666666,-1.766666666
Марсель,Франция,0,855393,43.296666666,5.376388888
Гавр,Франция,0,172366,49.494166666,0.108055555
Тяньцзинь,Китайская Народная Республика,0,13245000,39.146666666,117.205555555
Порту-Алегри,Бразилия,0,1484941,-30.032777777,-51.23
Гамбург,Германия,0,1810438,53.55,10.0
Росток,Германия,0,207513,54.083333333,12.133333333
Одесса,Украина,0,1010783,46.47747,30.73262
Одесса,Украина,0,1010783,46.485722,30.743444
Актобе,Казахстан,0,387807,50.3,57.166666666
Уральск,Казахстан,0,271900,51.233333333,51.366666666
Костанай,Казахстан,0,217135,53.2,63.633333333
Суракарта,Индонезия,0,552118,-7.566666666,110.816666666
Банда-Ачех,Индонезия,0,235305,5.55,95.316666666
Лангса,Индонезия,0,178334,4.466666666,97.95
Лхоксёмаве,Индонезия,0,180200,5.18,97.150555555
Бинджай,Индонезия,0,269053,3.6,98.485277777
Гунунгситоли,Индонезия,0,137104,1.116666666,97.616666666
Медан,Индонезия,0,2097610,3.666666666,98.666666666
Падангсидемпуан,Индонезия,0,225544,1.366666666,99.266666666
Пематангсиантар,Индонезия,0,278055,2.96,99.06
Танджунгбалай,Индонезия,0,165763,2.97,99.8
Тебингтинги,Индонезия,0,169786,3.328333333,99.1625
Букиттинги,Индонезия,0,113326,-0.309722222,100.375277777
Паякумбух,Индонезия,0,125608,-0.224444444,100.6325
Кейптаун,Южно-Африканская Республика,0,433688,-33.925,18.425
Дурбан,Южно-Африканская Республика,0,595061,-29.858333333,31.025
Дурбан,Южно-Африканская Республика,0,595061,-29.858333333,31.025
Кейптаун,Южно-Африканская Республика,0,433688,-33.925,18.425
Дурбан,Южно-Африканская Республика,0,595061,-29.858333333,31.025
Икике,Чили,0,191468,-20.216666666,-70.166666666
Вуллонгонг,Австралия,0,289236,-34.433055555,150.883055555
Басра,Ирак,0,2150000,30.488888888,47.81
Мири,Малайзия,0,234541,4.402777777,113.993333333
Бхаратпур,Непал,0,143836,27.683333333,84.433333333
Пусан,Республика Корея,0,3440484,35.1,129.040277777
Хост,Афганистан,0,160214,33.333333333,69.916666666
Дар-эс-Салам,Танзания,0,4715000,-6.8,39.283333333
Мванза,Танзания,0,385810,-2.516666666,32.9
Вау,Южный Судан,0,163442,7.7,27.983333333
Буаке,Кот-д’Ивуар,0,659233,7.68333,-5.03306
Буаке,Кот-д’Ивуар,0,659233,7.683333333,-5.016666666
Дуала,Камерун,0,2446945,4.05,9.7
Бенгази,Ливия,0,631555,32.116666666,20.066666666
Мисурата,Ливия,0,259056,32.377777777,15.090138888
Лагос,Нигерия,0,21324000,6.45,3.4
Марбелья,Испания,0,141172,36.511363888,-4.883441666
Клайпеда,Литва,0,164310,55.7075,21.142777777
Момбаса,Кения,0,1200000,-4.05,39.666666666
Джокьякарта,Индонезия,0,407904,-7.801388888,110.364444444
Джамби,Индонезия,0,602187,-1.59,103.61
Сунгайпенух,Индонезия,0,101325,-2.063611111,101.396111111
Думай,Индонезия,0,264084,1.666666666,101.45
Паканбару,Индонезия,0,855221,0.533333333,101.45
Бенкулу,Индонезия,0,360495,-3.795555555,102.259166666
Лубуклингау,Индонезия,0,208225,-3.296666666,102.861666666
Пагар-Алам,Индонезия,0,136244,-4.021666666,103.252222222
Палембанг,Индонезия,0,1548064,-2.983333333,104.764444444
Прабумулих,Индонезия,0,188082,-3.432777777,104.235555555
Бандар-Лампунг,Индонезия,0,1166761,-5.429444444,105.2625
Метро,Индонезия,0,161799,-5.116666666,105.3
Батам,Индонезия,0,1029808,1.067777777,104.016666666
Танджунг-Пинанг,Индонезия,0,203008,0.918777777,104.455416666
Чилегон,Индонезия,0,387543,-6.12,106.150277777
Серанг,Индонезия,0,613356,-6.12,106.150277777
Тангеранг,Индонезия,0,2001925,-6.17830563,106.63188934
Тангеранг,Индонезия,0,2001925,-6.178333333,106.631944444
Тангеранг-Селатан,Индонезия,0,1219245,-6.288888888,106.718055555
Бандунг,Индонезия,0,5860000,-6.95,107.566666666
Бекаси,Индонезия,0,2381053,-6.233333333,107.0
Богор,Индонезия,0,1030720,-6.6,106.8
Чимахи,Индонезия,0,513176,-6.883333333,107.533333333
Чиребон,Индонезия,0,316126,-6.716666666,108.566666666
Депок,Индонезия,0,1631951,-6.393888888,106.8225
Сукабуми,Индонезия,0,320970,-6.919722222,106.927222222
Тасикмалая,Индонезия,0,678027,-7.333333333,108.2
Магеланг,Индонезия,0,124912,-7.470555555,110.217777777
Салатига,Индонезия,0,175288,-7.338888888,110.502222222
Семаранг,Индонезия,0,1621384,-6.966666666,110.416666666
Пекалонган,Индонезия,0,298386,-6.888333333,109.675277777
Тегал,Индонезия,0,275789,-6.866666666,109.133333333
Блитар,Индонезия,0,132106,-8.1,112.15
Кедири,Индонезия,0,252000,-7.816611111,112.011916666
Маланг,Индонезия,0,780000,-7.98,112.62
Сурабая,Индонезия,0,4975000,-7.233333333,112.733333333
Денпасар,Индонезия,0,834881,-8.65,115.216666666
Матарам,Индонезия,0,408900,-8.583333333,116.116666666
Кота-Бима,Индонезия,0,136492,-8.46667,118.717
Купанг,Индонезия,0,433970,-10.183333333,123.583333333
Понтианак,Индонезия,0,651139,0.0,109.333333333
Понтианак,Индонезия,0,651598,0.0,109.333333333
Сингкаванг,Индонезия,0,230376,0.9,108.983333333
Банджарбару,Индонезия,0,216600,-3.466666666,114.75
Банджармасин,Индонезия,0,635688,-3.333333333,114.583333333
Палангкарая,Индонезия,0,249429,-2.21,113.92
Палангкарая,Индонезия,0,249434,-2.21,113.92
Баликпапан,Индонезия,0,597625,-1.148888888,116.903055555
Баликпапан,Индонезия,0,598043,-1.148888888,116.903055555
Бонтанг,Индонезия,0,161356,0.133333333,117.5
Бонтанг,Индонезия,0,161413,0.133333333,117.5
Самаринда,Индонезия,0,752845,-0.502222222,117.153611111
Самаринда,Индонезия,0,753370,-0.502222222,117.153611111
Таракан,Индонезия,0,198133,3.3,117.633333333
Таракан,Индонезия,0,201635,3.3,117.633333333
Горонтало,Индонезия,0,191897,0.541111111,123.059444444
Макасар,Индонезия,0,1651146,-5.133333333,119.431111111
Палопо,Индонезия,0,180130,-3.0,120.2
Паре-Паре,Индонезия,0,175040,-4.016666666,119.623611111
Кендари,Индонезия,0,331013,-3.9675,122.594722222
Палу,Индонезия,0,359350,-0.9,119.833333333
Битунг,Индонезия,0,218520,1.447222222,125.197777777
Манадо,Индонезия,0,461636,1.493055555,124.841261111
Амбон,Индонезия,0,372249,-3.705,128.17
Тидоре,Индонезия,0,103171,0.683333333,127.4
Тидоре,Индонезия,0,103171,0.60962,127.56981
Соронг,Индонезия,0,272349,-0.866666666,131.25
Бьенхоа,Вьетнам,0,1104000,10.95,106.816666666
Вунгтау,Вьетнам,0,450000,10.404166666,107.141666666
Далат,Вьетнам,0,406105,11.941666666,108.438333333
Кабинда,Ангола,0,377931,-5.55,12.2
Танга,Танзания,0,243580,-5.066666666,39.1
Тобрук,Ливия,0,135832,32.083333333,23.95
Накала,Мозамбик,0,206449,-14.45,40.666666666
Остров Виктория,Нигерия,0,217362,6.45,3.366666666
Порт-Судан,Судан,0,489275,19.615833333,37.216388888
Тикусей,Япония,0,102242,36.307222222,139.983055555
Урасоэ,Япония,0,113642,26.245833333,127.721944444
Хакусан,Япония,0,110000,36.514444444,136.565555555
Идзуми,Япония,0,185440,34.483611111,135.423611111
Ономити,Япония,0,135545,34.408888888,133.205
Хитатинака,Япония,0,155438,36.396388888,140.534444444
Хитатинака,Япония,0,155680,36.396388888,140.534444444
Яидзу,Япония,0,137453,34.866666666,138.316666666
Ирума,Япония,0,147430,35.835833333,139.391111111
Эбина,Япония,0,131950,35.446388888,139.390833333
Цуруока,Япония,0,126016,38.721666666,139.821666666
Фудзиэда,Япония,0,142826,34.8675,138.257777777
Яцусиро,Япония,0,125046,32.517777777,130.618055555
Исехара,Япония,0,102416,35.402777777,139.315
Фукая,Япония,0,142723,36.1975,139.281388888
Коносу,Япония,0,117816,36.065833333,139.522222222
Хацукаити,Япония,0,115207,34.348611111,132.331666666
Карацу,Япония,0,119928,33.45,129.968611111
Мацубара,Япония,0,119543,34.578055555,135.551666666
Икеда,Япония,0,103993,34.816666666,135.433333333
Каватинагано,Япония,0,104713,34.458333333,135.564166666
Каноя,Япония,0,101781,31.378333333,130.852222222
Могадишо,Сомали,1,2120000,2.040833333,45.3425
Хартум,Судан,1,5345000,15.60308,32.52654
Эль-Аюн,Западная Сахара,1,217732,27.15,-13.2
Токио,Япония,1,9272565,35.683889,139.774444
Абуджа,Нигерия,1,1235880,9.05,7.5
Могадишо,Сомали,1,2120000,2.040833333,45.3425
Дачжоу,Китайская Народная Республика,0,5693000,31.2152,107.49472
Яань,Китайская Народная Республика,0,1512000,29.9888,103.00074
Люпаньшуй,Китайская Народная Республика,0,2955000,26.59444,104.83333
Люпаньшуй,Китайская Народная Республика,0,2955000,26.594444,104.833333
Аньшунь,Китайская Народная Республика,0,2543000,26.24562,105.93401
Тунжэнь,Китайская Народная Республика,0,3680000,27.72334,109.18851
Бицзе,Китайская Народная Республика,0,6959000,27.30947,105.28092
Цюйцзин,Китайская Народная Республика,0,5729000,25.51018,103.80287
Ньингчи,Китайская Народная Республика,0,164331,29.65973,94.35936
Даньчжоу,Китайская Народная Республика,0,932356,19.5,109.583333333
Шигадзе,Китайская Народная Республика,0,679771,29.26492,88.87988
Химамейлен,Филиппины,0,106880,10.1,122.866666666
Гингуг,Филиппины,0,124648,8.816666666,125.1
Сагей,Филиппины,0,146264,10.9,123.416666666
Омута,Япония,0,114567,33.030277777,130.446111111
Онодзё,Япония,0,100427,33.536388888,130.478888888
Нагчу,Китайская Народная Республика,0,414554,31.47665,92.05691
Ольденбург,Германия,0,165711,53.143888888,8.213888888
Мостолес,Испания,0,206589,40.333333333,-3.866666666
Кумаси,Гана,0,2069350,6.683333333,-1.616666666
Арекипа,Перу,0,869351,-16.398763888,-71.536883333
Людвигсхафен-на-Рейне,Германия,0,166621,49.481111111,8.435277777
Оснабрюк,Германия,0,164070,52.278888888,8.043055555
Урума,Япония,0,120234,26.379166666,127.8575
Обуаси,Гана,0,180460,6.2,-1.683333333
Лагос,Нигерия,0,21324000,6.45,3.4
Темиртау,Казахстан,0,185082,50.066666666,72.966666666
Северный Хартум,Судан,0,900000,15.633333333,32.633333333
Тадзими,Япония,0,109014,35.332777777,137.132222222
Тода,Япония,0,140380,35.8175,139.677777777
Какегава,Япония,0,114702,34.768611111,137.998333333
Саяма,Япония,0,150550,35.853055555,139.412222222
Идзумо,Япония,0,172527,35.368055555,132.755
Кога,Япония,0,140150,36.183333333,139.7
Цуяма,Япония,0,102028,35.069444444,134.004444444
Нагахама,Япония,0,115712,35.383333333,136.283333333
Тикусино,Япония,0,102326,33.49631,130.5156
Тикусино,Япония,0,102326,33.496388888,130.515555555
Уэда,Япония,0,155229,36.401944444,138.249166666
Санда,Япония,0,112168,34.889444444,135.225277777
Висбаден,Германия,0,277619,50.082083333,8.241361111
Мюнхен,Германия,0,1464301,48.137194444,11.5755
Мангейм,Германия,0,304781,49.483611111,8.463055555
Кассель,Германия,0,199062,51.319722222,9.497777777
Гейдельберг,Германия,0,159914,49.412222222,8.71
Дармштадт,Германия,0,157437,49.866666666,8.65
Оффенбах,Германия,0,124589,50.1,8.766666666
Пфорцхайм,Германия,0,123493,48.9,8.716666666
Белвью,Соединённые Штаты Америки,0,122363,47.5975,-122.159166666
Беркли,Соединённые Штаты Америки,0,112580,37.870277777,-122.268055555
Эдинбург,Великобритания,0,464990,55.95,-3.198888888
Оксфорд,Великобритания,0,152000,51.751944444,-1.257777777
Дармштадт,Германия,0,157437,49.866666666,8.65
Дармштадт,Германия,0,157437,49.866666666,8.65
Регенсбург,Германия,0,148638,49.016666666,12.083333333
Вюрцбург,Германия,0,126010,49.794444444,9.929444444
Ингольштадт,Германия,0,133639,48.76667,11.41469
Ингольштадт,Германия,0,133639,48.763611111,11.426111111
Ульм,Германия,0,123953,48.4,9.983333333
Гёттинген,Германия,0,119177,51.533888888,9.935555555
Пфорцхайм,Германия,0,123493,48.9,8.716666666
Йена,Германия,0,108207,50.927222222,11.586388888
Бремен,Германия,0,565719,53.076944444,8.808888888
Бремен,Германия,0,565719,53.08891,8.79063
Будапешт,Венгрия,1,1752704,47.498333333,19.040833333
Печ,Венгрия,0,144675,46.083333333,18.216666666
Дебрецен,Венгрия,0,201981,47.53,21.639166666
Сегед,Венгрия,0,161137,46.25,20.166666666
Мишкольц,Венгрия,0,157177,48.1044444,20.7897222
Дьёр,Венгрия,0,129301,47.684166666,17.634444444
Ньиредьхаза,Венгрия,0,117689,47.95,21.716666666
Кечкемет,Венгрия,0,110813,46.9074,19.6917
Сан-Франциско,Соединённые Штаты Америки,0,805235,37.766667,-122.433333
Белвью,Соединённые Штаты Америки,0,122363,47.5975,-122.159166666
Беркли,Соединённые Штаты Америки,0,112580,37.870277777,-122.268055555
Одесса,Украина,0,1010783,46.47747,30.73262
Одесса,Украина,0,1010783,46.485722,30.743444
Брно,Чехия,0,379527,49.195277777,16.608333333
Порт-Нумбай,Индонезия,0,315872,-2.533333333,140.716666666
Порт-Нумбай,Индонезия,0,413283,-2.533333333,140.716666666
Сан-Хуан,Аргентина,0,471389,-31.5375,-68.536388888
Санта-Фе,Аргентина,0,405683,-31.633333333,-60.7
Мар-дель-Плата,Аргентина,0,860000,-38.0,-57.55
Туихоа,Вьетнам,0,202030,13.049444444,109.333611111
Хойан,Вьетнам,0,121716,15.883333333,108.333333333
Хоабинь,Вьетнам,0,121309,20.817222222,105.3375
Тяудок,Вьетнам,0,157298,10.7,105.116666666
Камфа,Вьетнам,0,195800,21.01666667,107.31666667
Лиссабон,Португалия,1,545245,38.716666666,-9.166666666
Рига,Латвия,1,698529,56.9475,24.106944444
Вашингтон,Соединённые Штаты Америки,1,658893,38.895,-77.036666666
