city,country,is_capital,population,lat,lon
Гондэр,Эфиопия,0,323900,12.6,37.466666666
Тамале,Гана,0,466723,9.4075,-0.853333333
Барановичи,Белоруссия,0,178678,53.116666666,25.983333333
Джелонг,Австралия,0,184182,-38.15,144.35
Пукальпа,Перу,0,211611,-8.383333333,-74.55
Пьюра,Перу,0,477801,-5.200833333,-80.625277777
Пуно,Перу,0,120229,-15.843333333,-70.023611111
Насон,Корейская Народно-Демократическая Республика,0,196954,42.344444444,130.384444444
Мадурай,Индия,0,1561129,9.919661111,78.119394444
Солапур,Индия,0,951558,17.683333333,75.916666666
Гургаон,Индия,0,876824,28.466666666,77.033333333
Мачала,Эквадор,0,231260,-3.266666666,-79.966666666
Кап-Аитьен,Республика Гаити,0,190289,19.75,-72.2
Дейр-эз-Зор,Сирия,0,211857,35.333333333,40.15
Аль-Айн,Объединённые Арабские Эмираты,0,631005,24.2075,55.744722222
Намибе,Ангола,0,162000,-15.195277777,12.150833333
Кабве,Замбия,0,117517,-14.433333333,28.45
Ндола,Замбия,0,455194,-12.968269444,28.6337
Малакаль,Южный Судан,0,147450,9.533333333,31.65
Серекунда,Гамбия,0,348118,13.433333333,-16.666666666
Зомба,Малави,0,101140,-15.383333333,35.333333333
Эль-Джадида,Марокко,0,194934,33.233333333,-8.5
Майдугури,Нигерия,0,1197497,11.833333333,13.15
Картахена,Испания,0,214177,37.6,-0.98333333
Картахена,Испания,0,214177,37.6,-0.981944444
Уэст-Палм-Бич,Соединённые Штаты Америки,0,104031,26.709722222,-80.064166666
Куопио,Финляндия,0,112117,62.8925,27.678333333
Ираклион,Греция,0,140730,35.333333333,25.133333333
Батман,Турция,0,348963,37.883333333,41.133333333
Муром,Россия,0,109809,55.5725,42.051388888
Раменское,Россия,0,112989,55.566666666,38.216666666
Раменское,Россия,0,112989,55.56694,38.23028
Назрань,Россия,0,116020,43.216666666,44.766666666
Горловка,Украина,0,256714,48.333611111,38.0925
Кропивницкий,Украина,0,232052,48.510277777,32.266666666
Русе,Болгария,0,166056,43.8475,25.954444444
Плевен,Болгария,0,110520,43.407777777,24.620277777
Влёра,Албания,0,130827,40.45,19.483333333
Усть-Каменогорск,Казахстан,0,316699,49.95,82.616666666
Гвалиор,Индия,0,1101981,26.215,78.193055555
Аллахабад,Индия,0,5954391,25.45,81.85
Бушир,Иран,0,195222,28.983333333,50.816666666
Тикрит,Ирак,0,105700,34.6,43.683333333
Даммам,Саудовская Аравия,0,903000,26.283333333,50.2
Гаруа,Камерун,0,235996,9.3,13.4
Сирт,Ливия,0,140000,31.2,16.6
Калитея,Греция,0,100641,37.95,23.7
Актобе,Казахстан,0,387807,50.3,57.166666666
Ургенч,Узбекистан,0,100010,41.55,60.633333333
Ургенч,Узбекистан,0,126380,41.55,60.633333333
Ургенч,Узбекистан,0,135100,41.55,60.633333333
Риобамба,Эквадор,0,146324,-1.674347222,-78.648294444
Алор-Сетар,Малайзия,0,217000,6.116666666,100.366666666
Лашкаргах,Афганистан,0,201546,31.583055555,64.366666666
Нара,Япония,0,356992,34.683333333,135.783333333
Адыяман,Турция,0,296316,37.763888888,38.277777777
Айдын,Турция,0,191037,37.848055555,27.845277777
Денизли,Турция,0,963464,37.773055555,29.087777777
Глостер,Великобритания,0,145563,51.881111111,-2.243333333
Масейо,Бразилия,0,1029129,-9.665833333,-35.735
Таубате,Бразилия,0,302331,-23.033333333,-45.55
Таганрог,Россия,0,250287,47.233333333,38.9
Стара-Загора,Болгария,0,138272,42.424722222,25.625555555
Крагуевац,Сербия,0,150835,44.014166666,20.939444444
Тривандрам,Индия,0,743691,8.5,76.899722222
Сринагар,Индия,0,1192792,34.091111111,74.806111111
Санта-Крус-де-ла-Сьерра,Боливия,0,1453549,-17.789166666,-63.1975
Санта-Крус-де-ла-Сьерра,Боливия,0,1453549,-17.789166666,-63.1975
Сари,Иран,0,296417,36.565833333,53.059722222
Ахваз,Иран,0,1112021,31.320277777,48.669166666
Кум,Иран,0,1292283,34.646111111,50.878888888
Ан-Наджаф,Ирак,0,724700,32.028951,44.339621
Самарра,Ирак,0,140400,34.2,43.866666666
Абботтабад,Пакистан,0,148587,34.15,73.216666666
Паттайя,Таиланд,0,115840,12.923055555,100.871944444
Агадир,Марокко,0,421844,30.416666666,-9.583333333
Уберландия,Бразилия,0,604013,-18.918888888,-48.276944444
Можи-дас-Крузис,Бразилия,0,424633,-23.522777777,-46.193055555
Сан-Карлус,Бразилия,0,241389,-22.017777777,-47.890833333
Северск,Россия,0,107922,56.6,84.85
Серпухов,Россия,0,125929,54.916666666,37.4
Старый Оскол,Россия,0,223360,51.298055555,37.835
Стерлитамак,Россия,0,280233,53.633333333,55.95
Уссурийск,Россия,0,170660,43.8,131.95
Химки,Россия,0,244668,55.889166666,37.445
Каменец-Подольский,Украина,0,100462,48.680555555,26.580555555
Ирбид,Иордания,0,1088100,32.55,35.85
Джарамана,Сирия,0,114363,33.483333333,36.35
Сан-Кристобаль-де-ла-Лагуна,Испания,0,153655,28.48,-16.32
Колумбия,Соединённые Штаты Америки,0,108500,38.948333333,-92.333888888
Кошалин,Польша,0,108576,54.190277777,16.181666666
Джульяно-ин-Кампанья,Италия,0,123276,40.93188,14.19557
Пирей,Греция,0,163688,37.966666666,23.633333333
Афьон-Карахисар,Турция,0,263297,38.758055555,30.538611111
Сан-Франсиско-де-Кампече,Мексика,0,220389,19.848611111,-90.525277777
Чиуауа,Мексика,0,878062,28.635277777,-106.088888888
Портсмут,Великобритания,0,248440,50.795277777,-1.088888888
Дзержинск,Россия,0,231797,56.233333333,43.45
Куманово,Республика Македония,0,105484,42.140277777,21.713611111
Семей,Казахстан,0,340000,50.411111111,80.2275
Нови-Сад,Сербия,0,250439,45.264444444,19.831666666
Ньюкасл,Австралия,0,152984,-32.916666666,151.75
Сатна,Индия,0,283004,24.16,80.83
Нави Мумбаи,Индия,0,1119477,19.03,73.01
Канпур,Индия,0,2701324,26.4725,80.331111111
Индаур,Индия,0,2201927,22.720555555,75.847222222
Валенсия,Венесуэла,0,830000,10.166666666,-68.0
Куэнка,Эквадор,0,329928,-2.902222222,-79.005261111
Барранкилья,Колумбия,0,1232766,10.963888888,-74.796388888
Абадан,Иран,0,231476,30.35,48.283333333
Ашкелон,Израиль,0,130660,31.665833333,34.566388888
Малакка,Малайзия,0,455300,2.188888888,102.251111111
Джорджтаун,Малайзия,0,708127,5.4145,100.3292
Бернаби,Канада,0,223218,49.25,-122.949167
Нисиномия,Япония,0,488398,34.733333333,135.333333333
Хигасиосака,Япония,0,498099,34.679444444,135.600833333
Нейпервилл,Соединённые Штаты Америки,0,141853,41.748055555,-88.165555555
Клируотер,Соединённые Штаты Америки,0,107685,27.973611111,-82.764166666
Бауру,Бразилия,0,366992,-22.314722222,-49.060555555
Пинар-дель-Рио,Куба,0,188614,22.412222222,-83.671944444
Ольгин,Куба,0,350191,20.888333333,-76.255833333
Маргилан,Узбекистан,0,110015,40.466666666,71.716666666
Маргилан,Узбекистан,0,124847,40.466666666,71.716666666
Маргилан,Узбекистан,0,215400,40.466666666,71.716666666
Чиклайо,Перу,0,574408,-6.762961111,-79.836613888
Бхилаи,Индия,0,625700,21.366666666,81.716666666
Сахаранпур,Индия,0,705478,29.964,77.546
Джханси,Индия,0,507000,25.44862,78.56962
Горакхпур,Индия,0,673446,26.75,83.366666666
Джамму,Индия,0,502197,32.733333333,74.85
Хилла,Ирак,0,780000,32.483333333,44.433333333
Бурайда,Саудовская Аравия,0,614093,26.333333333,43.966666666
Чханвон,Республика Корея,0,1059241,35.228055555,128.681111111
Кхулна,Бангладеш,0,1311100,22.816666666,89.55
Морогоро,Танзания,0,207000,-6.823055555,37.661666666
Кигома,Танзания,0,130142,-4.883333333,29.633333333
Мелайер,Иран,0,153748,34.294166666,48.82
Сирджан,Иран,0,199704,29.451944444,55.681388888
Касама,Замбия,0,168102,-10.211666666,31.178333333
Вена,Австрия,1,1840573,48.20833,16.373064
Лондон,Великобритания,1,8787892,51.507222222,-0.1275
Москва,Россия,1,12500123,55.755833333,37.617777777
Москва,Россия,1,12500123,55.755833333,37.617777777
Берлин,Германия,1,3574830,52.516666666,13.383333333
Тегеран,Иран,1,8846782,35.7,51.416666666
Абу-Даби,Объединённые Арабские Эмираты,1,1000000,24.478055555,54.368611111
Дакка,Бангладеш,1,8906039,23.7,90.366666666
Дакка,Бангладеш,1,8906039,23.7,90.366666666
Монреаль,Канада,0,1704694,45.508056,-73.555
Марбелья,Испания,0,141172,36.511363888,-4.883441666
Нью-Йорк,Соединённые Штаты Америки,0,8537673,40.67,-73.94
Беркли,Соединённые Штаты Америки,0,112580,37.870277777,-122.268055555
Санкт-Петербург,Россия,0,5281579,59.95,30.316666666
Севастополь,Россия,0,428753,44.6,33.533333333
Кёльн,Германия,0,1075935,50.942222222,6.957777777
Гамбург,Германия,0,1810438,53.55,10.0
Мюнхен,Германия,0,1464301,48.137194444,11.5755
Острава,Чехия,0,290450,49.835555555,18.2925
Брно,Чехия,0,379527,49.195277777,16.608333333
Пльзень,Чехия,0,170936,49.741388888,13.3825
Оломоуц,Чехия,0,100494,49.596111111,17.260277777
Либерец,Чехия,0,103979,50.7787225,14.9742866
Караганда,Казахстан,0,501129,49.8,73.116666666
Дели,Индия,0,26495000,28.666666666,77.216666666
Хайдарабад,Индия,0,9305000,17.366666666,78.466666666
Карачи,Пакистан,0,14910352,24.86,67.01
Карачи,Пакистан,0,14910352,24.9056,67.0822
Лагос,Нигерия,0,21324000,6.45,3.4
Алькобендас,Испания,0,114864,40.533333333,-3.633333333
Глендейл,Соединённые Штаты Америки,0,191719,34.170833333,-118.25
Сидар-Рапидс,Соединённые Штаты Америки,0,126326,41.983333333,-91.668611111
Эвансвилл,Соединённые Штаты Америки,0,117429,37.974722222,-87.555833333
Канзас-Сити,Соединённые Штаты Америки,0,145786,39.106666666,-94.676388888
Рочестер,Соединённые Штаты Америки,0,110742,44.0234,-92.46295
Помона,Соединённые Штаты Америки,0,149058,34.060833333,-117.755833333
Саут-Бенд,Соединённые Штаты Америки,0,101168,41.6725,-86.255277777
Гейнсвилл,Соединённые Штаты Америки,0,128460,29.665277777,-82.336111111
Салинас,Соединённые Штаты Америки,0,150441,36.677777777,-121.655555555
Оушенсайд,Соединённые Штаты Америки,0,174558,33.211666666,-117.325833333
Палмдейл,Соединённые Штаты Америки,0,152750,34.581111111,-118.100555555
Дауни,Соединённые Штаты Америки,0,111772,33.938055555,-118.130833333
Торранс,Соединённые Штаты Америки,0,145438,33.8358492,-118.3406288
Вентура,Соединённые Штаты Америки,0,106433,34.275,-119.227777777
Конкорд,Соединённые Штаты Америки,0,125880,37.978055555,-122.031111111
Флинт,Соединённые Штаты Америки,0,102434,43.01,-83.69
Форт-Коллинс,Соединённые Штаты Америки,0,143986,40.566666666,-105.083333333
Шымкент,Казахстан,0,854500,42.3,69.6
Павлодар,Казахстан,0,353930,52.315555555,76.956388888
Атырау,Казахстан,0,163221,47.116666666,51.883333333
Уральск,Казахстан,0,271900,51.233333333,51.366666666
Петропавловск,Казахстан,0,216406,54.862222222,69.140833333
Кокшетау,Казахстан,0,103162,53.291666666,69.391666666
Кокшетау,Казахстан,0,123389,53.291666666,69.391666666
Кокшетау,Казахстан,0,135106,53.291666666,69.391666666
Кокшетау,Казахстан,0,135424,53.291666666,69.391666666
Кокшетау,Казахстан,0,153057,53.291666666,69.391666666
Фергана,Узбекистан,0,340600,40.386388888,71.786388888
Андижан,Узбекистан,0,130912,40.7,72.35
Андижан,Узбекистан,0,188005,40.7,72.35
Андижан,Узбекистан,0,229923,40.7,72.35
Андижан,Узбекистан,0,293227,40.7,72.35
Андижан,Узбекистан,0,425500,40.7,72.35
Нукус,Узбекистан,0,108978,42.464722222,59.602222222
Нукус,Узбекистан,0,170362,42.464722222,59.602222222
Нукус,Узбекистан,0,230000,42.464722222,59.602222222
Дашогуз,Туркмения,0,111406,41.816666666,59.983055555
Дашогуз,Туркмения,0,141800,41.816666666,59.983055555
Дашогуз,Туркмения,0,199500,41.816666666,59.983055555
Дашогуз,Туркмения,0,227184,41.816666666,59.983055555
Туркменабад,Туркмения,0,140182,39.07328,63.57861
Туркменабад,Туркмения,0,160799,39.07328,63.57861
Туркменабад,Туркмения,0,189200,39.07328,63.57861
Туркменабад,Туркмения,0,253000,39.07328,63.57861
Туркменабад,Туркмения,0,408906,39.07328,63.57861
Туркменабад,Туркмения,0,140182,39.1,63.566666666
Туркменабад,Туркмения,0,160799,39.1,63.566666666
Туркменабад,Туркмения,0,189200,39.1,63.566666666
Туркменабад,Туркмения,0,253000,39.1,63.566666666
Туркменабад,Туркмения,0,408906,39.1,63.566666666
Москва,Россия,1,12500123,55.755833333,37.617777777
Арарас,Бразилия,0,128895,-22.356944444,-47.383888888
Луцк,Украина,0,217082,50.747777777,25.324444444
Лисичанск,Украина,0,103459,48.916944444,38.430555555
Бердянск,Украина,0,114205,46.759787424,36.784501356
Белая Церковь,Украина,0,206441,49.783333333,30.116666666
Мелитополь,Украина,0,154992,46.833333333,35.366666666
Донецк,Украина,0,929063,48.008888888,37.804166666
Каменское,Украина,0,237244,48.50763469,34.61319031
Васаи-Вирар,Индия,0,1222390,19.47,72.8
Сатара,Индия,0,326789,17.683333333,73.983333333
Анцирабе,Мадагаскар,0,244900,-19.866666666,47.033333333
Илорин,Нигерия,0,847582,8.5,4.55
Нагоя,Япония,0,2314125,35.116666666,136.933333333
Фукуока,Япония,0,1567189,33.590277777,130.401944444
Киото,Япония,0,1466937,35.011666666,135.768055555
Хиросима,Япония,0,1198555,34.385277777,132.455277777
Осака,Япония,0,2713157,34.693611111,135.501944444
Саппоро,Япония,0,1951523,43.05,141.35
Иокогама,Япония,0,3731706,35.433333333,139.633333333
Сендай,Япония,0,1058070,38.268333333,140.869444444
Кобе,Япония,0,1532153,34.6913,135.183
Кобе,Япония,0,1532153,34.6913,135.183
Чжуншань,Китайская Народная Республика,0,3121275,22.533333333,113.35
Белен,Бразилия,0,1393399,-1.455833333,-48.503888888
Ресифи,Бразилия,0,1555039,-8.053888888,-34.880833333
Кёльн,Германия,0,1075935,50.942222222,6.957777777
Маскара,Алжир,0,108629,35.383333333,0.15
Ангрен (город),Узбекистан,0,126962,41.016666666,70.133333333
Джайпур,Индия,0,3073350,26.916666666,75.866666666
Канпур,Индия,0,2701324,26.4725,80.331111111
Кали,Колумбия,0,2445281,3.44,-76.519722222
Абботсфорд,Канада,0,133497,49.054611111,-122.328
Итиномия,Япония,0,380672,35.35,136.766666666
Цукуба,Япония,0,234455,36.033333333,140.066666666
Шубра-Эль-Хейма,Египет,0,1025569,30.128611111,31.242222222
Танта,Египет,0,429503,30.783333333,31.0
Гуаружа,Бразилия,0,311230,-23.993611111,-46.256388888
Сан-Висенти,Бразилия,0,355542,-23.963333333,-46.392222222
Жундиаи,Бразилия,0,401896,-23.186388888,-46.884166666
Матансас,Куба,0,145246,23.049444,-81.573611
Такна,Перу,0,320240,-18.055555555,-70.248333333
Белгаум,Индия,0,488157,15.866666666,74.5
Яватмал,Индия,0,132000,20.4,78.133333333
Сан-Педро-Сула,Гондурас,0,1073824,15.5,-88.033333333
Сенендедж,Иран,0,373987,35.309722222,46.998888888
Баакуба,Ирак,0,467900,33.744722222,44.643611111
Давид,Панама,0,144858,8.433333333,-82.433333333
Ходейда,Йемен,0,548433,14.802222222,42.951111111
Ипох,Малайзия,0,637000,4.6,101.07
Эр-Ракка,Сирия,0,196529,35.95,39.016666666
Моши,Танзания,0,144739,-3.334883333,37.340380555
Сен-Луи,Сенегал,0,176000,16.033333333,-16.5
Кингстон,Ямайка,1,937700,17.983333333,-76.8
Токио,Япония,1,9272565,35.683889,139.774444
Мары,Туркмения,0,126141,37.6,61.833333333
Мары,Туркмения,0,208682,37.6,61.833333333
Кэрролтон,Соединённые Штаты Америки,0,126700,32.99,-96.893333333
Дейтон,Соединённые Штаты Америки,0,141527,39.766666666,-84.2
Йоханнесбург,Южно-Африканская Республика,0,4434827,-26.145,28.050277777
Йоханнесбург,Южно-Африканская Республика,0,4434827,-26.145,28.050277777
Йоханнесбург,Южно-Африканская Республика,0,4434827,-26.145,28.050277777
Уэйко,Соединённые Штаты Америки,0,124805,31.551388888,-97.155833333
Шеффилд,Великобритания,0,518090,53.3825,-1.471944444
Йорк,Великобритания,0,257342,53.95,-1.083333333
Санта-Роза,Соединённые Штаты Америки,0,167815,38.448611111,-122.704722222
Белвью,Соединённые Штаты Америки,0,122363,47.5975,-122.159166666
Трухильо,Перу,0,803546,-8.111944444,-79.028888888
Акола,Индия,0,425817,20.733333333,77.0
Барели,Индия,0,1000000,28.364,79.415
Варангал,Индия,0,811844,17.975555555,79.601111111
Харьков,Украина,0,1445098,50.0,36.229166666
Хургада,Египет,0,160901,27.257777777,33.811666666
Константина,Алжир,0,442862,36.365,6.614722222
Макеевка,Украина,0,347376,48.055555555,37.961111111
Ансан,Республика Корея,0,747035,37.323611111,126.821944444
Анян,Республика Корея,0,585177,37.3925,126.926944444
Иксан,Республика Корея,0,302310,35.943888888,126.954444444
Чхонан,Республика Корея,0,629062,36.806388888,127.152222222
Хвасон,Республика Корея,0,655350,37.2,126.766666666
Аль-Байда,Ливия,0,250000,32.75,21.733333333
Бенгази,Ливия,0,631555,32.116666666,20.066666666
Керчь,Украина,0,149566,45.338611111,36.468055555
Бирдженд,Иран,0,178020,32.866666666,59.2
Коламбус,Соединённые Штаты Америки,0,200887,32.492222222,-84.940277777
Китве-Нкана,Замбия,0,504194,-12.820833333,28.211944444
Форт-Лодердейл,Соединённые Штаты Америки,0,178752,26.135833333,-80.141944444
Невинномысск,Россия,0,117676,44.633333333,41.933333333
Кенитра,Марокко,0,431282,34.25,-6.583333333
Большой Тегеран,Иран,0,13805000,35.6961,51.4231
Хэйворд,Соединённые Штаты Америки,0,149392,37.668888888,-122.080833333
Фонтана,Соединённые Штаты Америки,0,203003,34.1,-117.466666666
Санта-Кларита,Соединённые Штаты Америки,0,219611,34.416389,-118.506389
Талдыкорган,Казахстан,0,129960,45.016666666,78.366666666
Кызылорда,Казахстан,0,200900,44.85,65.516666666
Шираз,Иран,0,1460665,29.6,52.516666666
Пешавар,Пакистан,0,1970042,34.0,71.5
Хайдарабад,Пакистан,0,3429471,25.379166666,68.368333333
Кавагоэ,Япония,0,353321,35.933333333,139.483333333
Сими-Вэлли,Соединённые Штаты Америки,0,124237,34.270833,-118.739167
Фэйрфилд,Соединённые Штаты Америки,0,105321,38.257777777,-122.054166666
Кларксвилл (Теннесси),Соединённые Штаты Америки,0,132929,36.5297222,-87.3594444
Эль-Минья,Египет,0,236043,28.083333333,30.75
Эль-Махалла-эль-Кубра,Египет,0,442958,30.966666666,31.166666666
Даманхур,Египет,0,244043,31.05,30.466666666
Кафр-эш-Шейх,Египет,0,147393,31.1,30.95
Нуэво-Ларедо,Мексика,0,373725,27.486111111,-99.506944444
Элдорет,Кения,0,193830,0.516666666,35.283333333
Риу-Клару,Бразилия,0,199961,-22.410833333,-47.560833333
Писко,Перу,0,109961,-13.709980555,-76.203205555
Коллам,Индия,0,397419,8.885277777,76.586388888
Боджнурд,Иран,0,199791,37.466666666,57.333333333
Эль-Кут,Ирак,0,377600,32.514722222,45.818888888
Эль-Мукалла,Йемен,0,144137,14.533333333,49.133333333
Эль-Баб,Сирия,0,144705,36.3725,37.517777777
Хасеке,Сирия,0,188160,36.511666666,40.742222222
Шарджа,Объединённые Арабские Эмираты,0,1400000,25.3575,55.391944444
Раджшахи,Бангладеш,0,448087,24.366666666,88.6
Бата,Экваториальная Гвинея,0,230282,1.85,9.75
Шаи-Шаи,Мозамбик,0,116343,-25.05,33.65
Келимане,Мозамбик,0,192876,-17.876388888,36.887222222
Нампула,Мозамбик,0,477900,-15.116666666,39.266666666
Джос,Нигерия,0,873943,9.933333333,8.883333333
Северный Хартум,Судан,0,900000,15.633333333,32.633333333
Киев,Украина,1,2907684,50.45,30.523611111
Киев,Украина,1,2934522,50.45,30.523611111
Инглвуд,Соединённые Штаты Америки,0,109673,33.9575,-118.346111111
Индаятуба,Бразилия,0,231033,-23.090277777,-47.218055555
Араракуара,Бразилия,0,226508,-21.793888888,-48.175833333
Арасатуба,Бразилия,0,192757,-21.208888888,-50.432777777
Севастополь,Россия,0,428753,44.6,33.533333333
Остров Виктория,Нигерия,0,217362,6.45,3.366666666
Арвада,Соединённые Штаты Америки,0,106433,39.8027644,-105.0874842
Олат,Соединённые Штаты Америки,0,125872,38.8808,-94.8031
Каменское,Украина,0,239440,48.50763469,34.61319031
Кременчуг,Украина,0,225216,49.0775,33.423888888
Ивано-Франковск,Украина,0,229447,48.922777777,24.710555555
Херсон,Украина,0,296161,46.633333333,32.6
Ровно,Украина,0,249477,50.619722222,26.251388888
Тернополь,Украина,0,217773,49.566666666,25.6
Чернигов,Украина,0,294522,51.5,31.3
Кривой Рог,Украина,0,654900,47.916667,33.25
Кривой Рог,Украина,0,657100,47.916667,33.25
Винница,Украина,0,372432,49.237222222,28.467222222
Черновцы,Украина,0,266550,48.290833333,25.934444444
Северодонецк,Украина,0,150000,48.95,38.483333333
Алчевск,Украина,0,111360,48.467222222,38.798333333
Каменец-Подольский,Украина,0,100462,48.680555555,26.580555555
Павлоград,Украина,0,106082,48.52,35.87
Павлоград,Украина,0,106683,48.52,35.87
Красный Луч,Украина,0,124000,48.121388888,38.945277777
Бровары,Украина,0,102856,50.511388888,30.790277777
Лондон,Великобритания,1,8787892,51.507222222,-0.1275
Дакка,Бангладеш,1,8906039,23.7,90.366666666
Кагосима,Япония,0,596319,31.596666666,130.557222222
Акита,Япония,0,308052,39.71667,140.1
Акита,Япония,0,308052,39.719722222,140.1025
Касугаи,Япония,0,306936,35.25,136.966666666
Хакодате,Япония,0,260587,41.773333333,140.726111111
Нагасаки,Япония,0,419728,32.783333333,129.866666666
Гифу,Япония,0,404233,35.416666666,136.766666666
Нагано,Япония,0,372342,36.648611111,138.192777777
Аомори,Япония,0,281130,40.822222222,140.7475
Нара,Япония,0,356992,34.683333333,135.783333333
Наха,Япония,0,317950,26.212222222,127.678888888
Печ,Венгрия,0,144675,46.083333333,18.216666666
Дебрецен,Венгрия,0,201981,47.53,21.639166666
Сегед,Венгрия,0,161137,46.25,20.166666666
Мишкольц,Венгрия,0,157177,48.1044444,20.7897222
Дьёр,Венгрия,0,129301,47.684166666,17.634444444
Ньиредьхаза,Венгрия,0,117689,47.95,21.716666666
Кечкемет,Венгрия,0,110813,46.9074,19.6917
Розвилл,Соединённые Штаты Америки,0,104655,38.7525,-121.289444444
Ориндж,Соединённые Штаты Америки,0,136416,33.803055555,-117.8325
Корона,Соединённые Штаты Америки,0,160000,33.866666666,-117.566666666
Ланкастер,Соединённые Штаты Америки,0,156633,34.686944444,-118.154166666
Норуолк,Соединённые Штаты Америки,0,105549,33.906944444,-118.083333333
Морено-Валли,Соединённые Штаты Америки,0,193365,33.943055555,-117.228333333
Фуллертон,Соединённые Штаты Америки,0,135161,33.88,-117.928611111
Уэст-Ковина,Соединённые Штаты Америки,0,106098,34.056666666,-117.918611111
Викторвилл,Соединённые Штаты Америки,0,115903,34.536111111,-117.288333333
Антиок,Соединённые Штаты Америки,0,102372,38.005,-121.805833333
Ранчо-Кукамонга,Соединённые Штаты Америки,0,165269,34.123333333,-117.579444444
Висейлия,Соединённые Штаты Америки,0,130753,36.317222222,-119.331944444
Ричмонд,Соединённые Штаты Америки,0,103701,37.935833333,-122.347777777
Тайлер,Соединённые Штаты Америки,0,107405,32.35,-95.3
Коста-Меса,Соединённые Штаты Америки,0,109960,33.67,-117.91
Мюнхен,Германия,0,1464301,48.137194444,11.5755
Франкфурт-на-Майне,Германия,0,736414,50.113611111,8.679722222
Экибастуз,Казахстан,0,159760,51.729777777,75.326583333
Термез,Узбекистан,0,136200,37.224166666,67.278333333
Термез,Узбекистан,0,140404,37.224166666,67.278333333
Наманган,Узбекистан,0,408500,40.995277777,71.6725
Пемба,Мозамбик,0,141316,-12.966666666,40.55
Манзини,Свазиленд,0,110508,-26.483333333,31.366666666
Сайтама,Япония,0,1263979,35.861666666,139.645277777
Сайтама,Япония,0,1290029,35.861666666,139.645277777
Кавасаки,Япония,0,1509887,35.516666666,139.7
Тиба,Япония,0,975669,35.6,140.1
Тиба,Япония,0,975669,35.6,140.11667
Сидзуока,Япония,0,696291,34.975555555,138.3825
Ниигата,Япония,0,801298,37.916111111,139.019722222
Хамамацу,Япония,0,793904,34.716666666,137.733333333
Китакюсю,Япония,0,950646,33.85181,130.85034
Китакюсю,Япония,0,950646,33.883333333,130.883333333
Сакаи,Япония,0,834267,34.566666666,135.483333333
Кумамото,Япония,0,738407,32.8,130.7
Окаяма,Япония,0,721294,34.65,133.916666666
Сагамихара,Япония,0,722334,35.566666666,139.366666666
Шубра-Эль-Хейма,Египет,0,1025569,30.128611111,31.242222222
Несауалькойотль,Мексика,0,1039867,19.4,-98.988888888
Кумаси,Гана,0,2069350,6.683333333,-1.616666666
Цюаньчжоу,Китайская Народная Республика,0,6480000,24.89744,118.59479
Цюаньчжоу,Китайская Народная Республика,0,6480000,24.91389,118.58583
Сямынь,Китайская Народная Республика,0,3531347,24.6,118.733333333
Ланьчжоу,Китайская Народная Республика,0,3616163,36.06171,103.83177
Хэфэй,Китайская Народная Республика,0,7457027,31.863611111,117.279444444
Кампинас,Бразилия,0,1164098,-22.900913888,-47.057294444
Гуарульюс,Бразилия,0,1324781,-23.466666666,-46.533333333
Шахрисабз,Узбекистан,0,100300,39.05,66.833333333
Варанаси,Индия,0,1198491,25.306944444,83.006111111
Бхопал,Индия,0,1883381,23.25,77.416666666
Пимпри-Чинчвад,Индия,0,1729320,18.627777777,73.813055555
Аллахабад,Индия,0,5954391,25.45,81.85
Мератх,Индия,0,1305429,28.99,77.7
Газиабад,Индия,0,2381452,28.666666666,77.416666666
Санта-Крус-де-ла-Сьерра,Боливия,0,1453549,-17.789166666,-63.1975
Санта-Крус-де-ла-Сьерра,Боливия,0,1453549,-17.789166666,-63.1975
Тебриз,Иран,0,1494998,38.083333333,46.283333333
Мешхед,Иран,0,3001184,36.306944444,59.604166666
Ахваз,Иран,0,1112021,31.320277777,48.669166666
Кум,Иран,0,1292283,34.646111111,50.878888888
Сулеймания,Ирак,0,656100,35.55,45.433333333
Фейсалабад,Пакистан,0,2880675,31.418,73.079
Фейсалабад,Пакистан,0,3203846,31.418,73.079
Гуджранвала,Пакистан,0,1569090,32.15,74.183333333
Пешавар,Пакистан,0,1439205,34.0,71.5
Джидда,Саудовская Аравия,0,3400000,21.542777777,39.172777777
Хайфон,Вьетнам,0,2103500,20.8,106.666666666
Лубумбаши,Демократическая Республика Конго,0,1786397,-11.669722222,27.458055555
Омдурман,Судан,0,2395159,15.683517,32.462887
Хай-Пойнт,Соединённые Штаты Америки,0,104371,35.970555555,-79.9975
Лейкленд,Соединённые Штаты Америки,0,100710,28.041111111,-81.958888888
Карши,Узбекистан,0,108225,38.866666666,65.8
Карши,Узбекистан,0,157119,38.866666666,65.8
Карши,Узбекистан,0,212200,38.866666666,65.8
Карши,Узбекистан,0,254600,38.866666666,65.8
Бхиванди,Индия,0,1125898,19.3,73.066666666
Монтего-Бей,Ямайка,0,110115,18.466666666,-77.916666666
Портмор,Ямайка,0,170000,17.966666666,-76.866666666
Мериван,Иран,0,110464,35.526944444,46.176111111
Месджеде-Солейман,Иран,0,100497,31.933333333,49.3
Сиалкот,Пакистан,0,920000,32.5,74.533333333
Табора,Танзания,0,127880,-5.016666666,32.8
Муфулира,Замбия,0,122336,-12.554580555,28.260419444
Шимойо,Мозамбик,0,238976,-19.116666666,33.45
Кенема,Сьерра-Леоне,0,188463,7.883333333,-11.183333333
